City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,korla,41.7597,86.1469,30.54,11,2,8.03,CN,1684153556
365,kyosai,34.8503,128.5886,17.98,89,1,2.62,KR,1684153558
366,upata,8.0086,-62.3989,26.22,69,54,3.21,VE,1684153560
367,aljezur,37.3191,-8.8033,21.46,51,41,6.74,PT,1684153561
368,freetown,8.484,-13.2299,29.84,70,75,4.12,SL,1684153562
369,sinah,36.809,43.0389,25.99,23,9,3.15,IQ,1684153564
370,ghat,24.9647,10.1728,32.33,18,40,6.35,LY,1684153565
371,rock springs,41.5875,-109.2029,7.8,91,75,4.12,US,1684153475
372,luderitz,-26.6481,15.1594,23.29,39,0,3.55,NA,1684153567
373,thames,-37.1333,175.5333,9.51,90,3,0.76,NZ,1684153569
374,san antonio de pale,-1.4014,5.6325,27.51,83,100,7.12,GQ,1684153570
375,matthew town,20.95,-73.6667,26.89,78,73,2.21,BS,1684153571
376,happy valley-goose bay,53.3168,-60.3315,3.17,87,75,6.69,CA,1684153572
377,lac-brome,45.2168,-72.5158,10.76,76,72,3.52,CA,1684153573
378,betioky,-23.7167,44.3833,28.99,40,30,5.72,MG,1684153574
379,rabo de peixe,37.8,-25.5833,18.73,72,20,3.09,PT,1684153576
380,male,4.1748,73.5089,29.97,79,75,9.77,MV,1684153400
381,inari,68.906,27.0288,20.11,39,45,6.47,FI,1684153580
382,callao,-12.0667,-77.15,22.16,78,75,4.12,PE,1684153581
383,sao joao da barra,-21.6403,-41.0511,24.05,78,53,2.19,BR,1684153582
384,darnah,32.767,22.6367,28.68,35,36,9.21,LY,1684153583
385,toliara,-23.35,43.6667,27.06,58,3,4.49,MG,1684153585
386,opuwo,-18.0607,13.84,28.96,16,0,3.25,NA,1684153586
387,motygino,58.1831,94.7592,4.04,49,96,4.3,RU,1684153587
388,bangjun,39.9911,117.2628,26.46,24,1,2.37,CN,1684153589
389,gaigeturi,33.4644,126.3183,17.03,94,31,0.51,KR,1684153592
390,timimoun,29.2639,0.231,27.21,12,0,4.12,DZ,1684153593
391,atamanovka,51.93,113.63,8.24,20,91,1.53,RU,1684153594
392,cidreira,-30.1811,-50.2056,17.32,73,91,5.15,BR,1684153595
393,monte alegre,-2.0078,-54.0692,25.95,85,100,2.09,BR,1684153596
394,gobabis,-22.45,18.9667,24.78,25,45,3.38,NA,1684153598
395,conceicao do araguaia,-8.2578,-49.2647,25.29,87,90,0.88,BR,1684153599
396,coahuayana de hidalgo,18.7,-103.6583,21.94,64,1,1.56,MX,1684153600
397,kyzyl-suu,42.3414,78.0056,17.06,45,29,1.35,KG,1684153602
398,humaita,-7.5061,-63.0208,25.02,92,91,0.9,BR,1684153606
399,alofi,-19.0595,-169.9187,23.94,83,75,5.66,NU,1684153608
400,gore,-46.1028,168.9436,4.21,94,2,1.19,NZ,1684153609
401,rikaze,29.25,88.8833,17.24,13,71,4.5,CN,1684153610
402,thunder bay,48.4001,-89.3168,6.99,65,75,11.83,CA,1684153362
403,as samawah,31.332,45.2944,35.23,13,50,6.92,IQ,1684153612
404,ungsang-nodongjagu,42.3578,130.4622,10.81,99,99,0.36,KP,1684153613
405,gogrial,8.5332,28.1004,43.62,16,26,0.74,SS,1684153615
406,bayside,40.8424,-124.0637,13.13,95,100,0.0,US,1684153616
407,acapulco de juarez,16.8634,-99.8901,25.9,78,40,0.0,MX,1684153320
408,kayangel,8.0823,134.7173,29.06,77,100,5.16,PW,1684153618
409,severobaykal'sk,55.65,109.3167,-1.59,67,21,0.24,RU,1684153619
410,zhabinka,52.1984,24.0115,18.98,45,100,7.0,BY,1684153621
411,stephenville,32.2207,-98.2023,19.31,94,40,0.0,US,1684153622
412,la sierpe,2.8518,-77.6155,25.34,93,100,1.29,CO,1684153625
413,kudahuvadhoo,2.6708,72.8944,28.46,81,72,6.84,MV,1684153626
414,vallenar,-28.5708,-70.7581,15.11,84,4,0.87,CL,1684153628
415,port shepstone,-30.7414,30.455,17.9,77,96,6.61,ZA,1684153629
416,santiago,-33.4569,-70.6483,14.92,90,35,1.12,CL,1684153595
417,qamdo,31.1667,97.2333,6.95,40,100,2.3,CN,1684153632
418,sitka,57.0531,-135.33,8.94,81,0,0.0,US,1684153633
419,hamilton,39.1834,-84.5333,12.92,90,100,6.69,US,1684153634
420,misratah,32.3754,15.0925,22.06,64,44,12.97,LY,1684153635
421,kindu,-2.95,25.95,35.96,36,45,1.27,CD,1684153636
422,lagunillas,10.1301,-71.2595,26.45,82,100,2.2,VE,1684153637
423,arkhangel'sk,64.5401,40.5433,20.31,35,47,2.61,RU,1684153458
424,horqueta,-23.3428,-57.0597,17.55,70,0,2.07,PY,1684153641
425,manokwari,-0.8667,134.0833,27.34,81,57,2.65,ID,1684153642
426,bereznik,62.8551,42.7072,21.99,28,44,1.62,RU,1684153643
427,lompoc,34.6391,-120.4579,14.45,89,100,1.54,US,1684153644
428,lityn,49.3251,28.0809,19.56,46,39,8.03,UA,1684153646
429,puerto aysen,-45.4,-72.7,12.54,99,99,1.56,CL,1684153647
430,pandan,14.0453,124.1694,27.36,81,95,1.29,PH,1684153649
431,noshiro,40.2039,140.0242,14.11,92,100,1.28,JP,1684153650
432,makhambet,47.6667,51.5833,22.8,27,100,5.12,KZ,1684153651
433,paulden,34.8856,-112.4682,17.53,54,54,1.19,US,1684153652
434,taroa,8.7058,171.2275,27.73,78,100,7.47,MH,1684153654
435,dhuusamarreeb,5.535,46.3861,34.25,37,44,6.94,SO,1684153655
436,bredy,52.4153,60.3411,16.68,35,9,3.08,RU,1684153656
437,port augusta,-32.5,137.7667,16.86,44,1,3.26,AU,1684153657
438,tobol'sk,58.2,68.2667,16.43,31,99,6.1,RU,1684153441
439,kurmuk,10.55,34.2833,39.35,19,59,2.92,SD,1684153659
440,kiunga,-6.1219,141.2906,23.58,99,98,0.51,PG,1684153661
441,tindouf,27.6711,-8.1474,32.25,14,0,6.17,DZ,1684153662
442,fortaleza,-3.7227,-38.5247,29.07,79,75,4.12,BR,1684153421
443,isangel,-19.55,169.2667,22.06,88,20,0.0,VU,1684153664
444,pascagoula,30.3658,-88.5561,24.4,91,0,0.0,US,1684153574
445,machico,32.7,-16.7667,23.73,60,40,7.2,PT,1684153667
446,shalqar,47.8333,59.6,18.93,28,100,6.56,KZ,1684153668
447,calama,-22.4667,-68.9333,15.89,16,13,3.02,CL,1684153669
448,nouadhibou,20.931,-17.0347,17.81,91,70,5.27,MR,1684153671
449,nanaimo,49.1663,-123.936,18.87,68,0,2.06,CA,1684153672
450,liwale,-9.7667,37.9333,25.6,76,57,0.65,TZ,1684153673
451,winnemucca,40.973,-117.7357,8.03,81,0,2.06,US,1684153675
452,da nang,16.0678,108.2208,27.99,78,40,1.03,VN,1684153676
453,tihuatlan,20.7167,-97.5333,21.36,87,64,1.79,MX,1684153677
454,mili,6.0815,171.735,28.05,80,95,7.39,MH,1684153678
455,fernie,49.5,-115.0687,8.05,95,22,1.58,CA,1684153679
456,malabar,-33.9667,151.25,14.88,87,20,2.06,AU,1684153681
457,axim,4.8699,-2.2405,25.58,89,100,3.93,GH,1684153682
458,riohacha,11.5444,-72.9072,28.06,78,75,4.12,CO,1684153683
459,nemuro,43.3236,145.575,6.78,95,100,6.63,JP,1684153402
460,akjoujt,19.6969,-14.4164,38.73,12,54,4.1,MR,1684153686
461,dong ha,16.8163,107.1003,26.03,89,69,2.47,VN,1684153687
462,mount carmel,38.4109,-87.7614,18.34,87,98,4.84,US,1684153689
463,kamen'-na-obi,53.7884,81.3423,17.09,29,87,5.5,RU,1684153690
464,keta,5.9179,0.9879,25.12,72,100,5.0,GH,1684153692
465,mont-roig del camp,41.75,1.1833,22.84,25,8,4.16,ES,1684153693
466,sungai penuh,-2.0833,101.3833,20.33,97,49,0.99,ID,1684153694
467,kalat,29.0225,66.5916,26.73,12,53,8.63,PK,1684153695
468,timra,62.487,17.3257,14.82,55,75,7.2,SE,1684153696
469,balaipungut,1.05,101.2833,27.91,77,69,1.36,ID,1684153698
470,westport,41.1415,-73.3579,15.66,50,0,2.57,US,1684153642
471,ekpoma,6.7421,6.139,29.71,57,100,0.46,NG,1684153700
472,dalnegorsk,44.5604,135.5701,9.96,97,92,1.22,RU,1684153701
473,robit,12.0167,39.6333,24.54,63,59,1.23,ET,1684153702
474,harar,9.3094,42.1258,26.09,41,45,1.52,ET,1684153704
475,springs,-26.25,28.4,11.79,51,93,2.81,ZA,1684153705
476,alghero,40.5589,8.3181,20.05,60,20,4.12,IT,1684153636
477,miandrivazo,-19.5167,45.4667,31.32,45,16,3.46,MG,1684153707
478,isafjordur,66.0755,-23.124,1.02,64,75,5.66,IS,1684153708
479,shantobe,52.4581,68.1839,17.47,27,4,3.05,KZ,1684153710
480,chitipa,-9.7024,33.2697,25.81,51,82,2.89,MW,1684153711
481,skhirate,33.8498,-7.0404,27.4,85,0,4.92,MA,1684153712
482,ramanuj ganj,23.8,83.7,39.08,10,19,6.36,IN,1684153713
483,aykhal,66.0,111.5,-0.69,96,97,2.55,RU,1684153714
484,yokadouma,3.5167,15.05,35.95,36,68,1.36,CM,1684153717
485,asilah,35.465,-6.0348,21.98,65,3,6.2,MA,1684153718
486,portland,45.5234,-122.6762,21.2,66,40,0.89,US,1684152947
487,mount isa,-20.7333,139.5,18.87,55,75,1.54,AU,1684153720
488,vicuna,-30.0319,-70.7081,19.03,51,13,0.17,CL,1684153722
489,puerto deseado,-47.7503,-65.8938,11.11,89,20,9.65,AR,1684153724
490,kalmunai,7.4167,81.8167,29.94,76,99,4.9,LK,1684153726
491,amga,60.8953,131.9608,5.85,93,100,5.1,RU,1684153727
492,nouna,12.7333,-3.8667,31.31,48,100,5.4,BF,1684153729
493,mansar,21.4,79.25,40.85,12,43,5.53,IN,1684153730
494,harstad,68.799,16.5293,15.66,60,50,11.18,NO,1684153731
495,chikwawa,-16.0335,34.8009,32.37,38,3,2.06,MW,1684153732
496,chibougamau,49.9168,-74.3659,7.79,76,100,6.69,CA,1684153733
497,ipilan,8.8431,117.9033,28.16,78,29,1.5,PH,1684153735
498,mancio lima,-7.6142,-72.8958,24.04,94,0,0.0,BR,1684153736
499,sungailiat,-1.85,106.1333,27.65,82,52,2.37,ID,1684153737
500,talcahuano,-36.7167,-73.1167,13.27,92,100,3.97,CL,1684153580
501,luang namtha,20.9497,101.4011,25.01,94,100,1.03,LA,1684153740
502,lethem,3.3803,-59.7968,27.39,80,92,2.85,GY,1684153741
503,boguchar,49.9358,40.545,17.55,54,33,3.36,RU,1684153743
504,huilong,31.8111,121.655,23.02,53,37,5.85,CN,1684153744
505,darhan,49.4867,105.9228,1.7,96,100,1.99,MN,1684153745
506,illizi,26.4833,8.4667,25.89,15,0,8.44,DZ,1684153747
507,eilat,29.5581,34.9482,36.91,20,39,6.17,IL,1684153749
508,sanchursk,56.9413,47.2499,14.27,54,91,2.65,RU,1684153750
509,hillsborough,37.5741,-122.3794,14.9,89,75,4.63,US,1684153751
510,santa lucia,27.9117,-15.5407,19.87,56,20,10.29,ES,1684153752
511,busan,35.1028,129.0403,17.99,82,1,4.12,KR,1684153753
512,al jubayl,27.0112,49.6583,29.03,46,73,6.68,SA,1684153532
513,armacao de buzios,-22.7469,-41.8817,24.03,82,3,3.48,BR,1684153756
514,zalingei,12.9096,23.4741,38.72,9,25,1.07,SD,1684153757
515,kochkor-ata,41.0389,72.4833,31.11,19,10,1.13,UZ,1684153758
516,verkhnevilyuysk,63.4453,120.3167,5.36,55,100,2.82,RU,1684153759
517,dourdan,48.5277,2.0111,16.86,80,100,4.56,FR,1684153760
518,aoulef,26.9667,1.0833,30.3,10,0,7.04,DZ,1684153762
519,belel,7.05,14.4333,30.27,37,96,2.9,CM,1684153763
520,awjilah,29.1081,21.2869,35.66,10,86,6.73,LY,1684153764
521,cestos city,5.46,-9.5828,27.69,81,100,3.24,LR,1684153765
522,kenitra,34.261,-6.5802,22.42,43,1,5.14,MA,1684153766
523,konstantinovka,49.6167,127.9833,9.52,22,56,4.89,RU,1684153768
524,abeche,13.8292,20.8324,41.11,9,7,1.94,TD,1684153769
525,krasnaya gora,52.9995,31.6023,21.09,45,6,4.65,RU,1684153770
526,zhaoyuan,37.3592,120.3964,24.37,49,0,5.14,CN,1684153771
527,la mira,18.035,-102.3266,23.47,68,0,2.03,MX,1684153774
528,nar'yan-mar,67.6713,53.087,4.52,85,94,6.52,RU,1684153775
529,bamboo flat,11.7,92.7167,29.27,76,100,6.34,IN,1684153776
530,pitea,65.3172,21.4794,12.05,44,29,5.74,SE,1684153777
531,grinnell,41.743,-92.7224,12.99,78,100,4.63,US,1684153508
532,goz beida,13.95,20.55,41.69,10,2,3.25,TD,1684153780
533,queenstown,-31.8976,26.8753,11.76,69,93,2.34,ZA,1684153781
534,nykarleby,63.5228,22.5307,23.08,45,3,4.46,FI,1684153782
535,cururupu,-1.8283,-44.8683,28.75,77,15,2.73,BR,1684153784
536,yanbu,24.0891,38.0637,33.02,52,20,7.2,SA,1684153785
537,dolores,-36.3132,-57.6792,13.45,68,4,1.78,AR,1684153786
538,la passe,45.5549,-0.8967,20.13,72,100,5.24,FR,1684153787
539,motueka,-41.1333,173.0167,8.39,86,3,1.95,NZ,1684153788
540,guiratinga,-16.3494,-53.7583,21.79,60,58,1.51,BR,1684153791
541,salto,-31.3833,-57.9667,11.09,93,6,1.54,UY,1684153792
542,kismayo,-0.3582,42.5454,29.34,67,28,7.54,SO,1684153793
543,pelabuhanratu,-6.9875,106.5514,25.99,87,95,2.88,ID,1684153795
544,cabimas,10.3883,-71.4399,27.23,83,100,2.63,VE,1684153796
545,rio grande,-32.035,-52.0986,18.06,77,42,5.85,BR,1684153637
546,mont-laurier,46.5501,-75.4993,9.79,54,95,3.83,CA,1684153798
547,argo,37.6333,22.7333,21.55,43,98,2.52,GR,1684153799
548,melfort,52.8667,-104.6177,14.07,62,18,4.63,CA,1684153802
549,villa gesell,-37.2639,-56.973,15.12,83,33,2.41,AR,1684153532
550,igarka,67.4667,86.5833,-0.52,96,100,4.62,RU,1684153805
551,kili,5.6439,169.1211,27.6,82,99,5.47,MH,1684153806
552,nyrob,60.733,56.7202,15.7,43,100,3.05,RU,1684153807
553,holualoa,19.6228,-155.9522,20.99,83,100,4.63,US,1684153809
554,datia,25.6667,78.4667,40.26,8,4,3.42,IN,1684153810
555,hammerfest,70.6634,23.6821,15.25,47,0,3.09,NO,1684153812
556,pemangkat,1.1667,108.9667,27.41,82,12,3.4,ID,1684153814
557,kununurra,-15.7667,128.7333,20.99,78,40,0.0,AU,1684153815
558,dunedin,-45.8742,170.5036,9.33,78,2,2.44,NZ,1684153816
559,refahiye,39.9008,38.7667,12.8,47,6,4.82,TR,1684153817
560,burhanuddin,22.4918,90.7235,29.53,74,71,6.45,BD,1684153819
561,bellmere,-27.0875,152.923,21.06,99,100,0.79,AU,1684153821
562,klaipeda,55.7172,21.1175,24.03,66,100,5.45,LT,1684153721
563,sabang,5.8933,95.3214,28.84,76,9,7.87,ID,1684153823
564,rudbar,30.15,62.6,38.77,3,0,11.43,AF,1684153825
565,lospalos,-8.5186,127.0025,20.86,90,100,2.16,TL,1684153826
566,staraya russa,57.9944,31.3608,21.38,37,46,2.49,RU,1684153828
567,haiku-pauwela,20.9219,-156.3051,22.8,81,100,3.09,US,1684153829
568,kokhma,56.9349,41.0915,17.77,44,97,3.17,RU,1684153830
569,maracaju,-21.6144,-55.1683,19.1,67,0,2.83,BR,1684153826
570,khao wong,16.7001,104.0902,28.25,65,82,2.24,TH,1684153833
571,gurupa,-1.405,-51.64,29.37,70,28,1.67,BR,1684153837
572,vennesla,58.2694,7.9741,17.64,41,0,5.14,NO,1684153838
573,as sulayyil,20.4607,45.5779,40.14,8,0,4.55,SA,1684153839
574,fortuna,40.5982,-124.1573,12.74,93,6,0.26,US,1684153841
575,nizhnevartovsk,60.9344,76.5531,8.01,57,40,5.0,RU,1684153842
576,felege neway,6.3,36.8833,25.12,76,100,1.45,ET,1684153843
577,sur,22.5667,59.5289,37.95,31,0,1.97,OM,1684153844
